,nombre_artista,bio,listeners,playcount,similar
307,Gokul Sharma," <a href=""https://www.last.fm/music/Gokul+Sharma"">Read more on Last.fm</a>",120,600,[]
308,Jyoti Sen," <a href=""https://www.last.fm/music/Jyoti+Sen"">Read more on Last.fm</a>",2,2,[]
309,Ucok Sumbara," <a href=""https://www.last.fm/music/Ucok+Sumbara"">Read more on Last.fm</a>",82,1304,"['Zalmon', 'Boy Sandy', 'Yen Rustam', 'Ratu Sikumbang', 'Boy Shandy']"
310,Mahesh Dawar," <a href=""https://www.last.fm/music/Mahesh+Dawar"">Read more on Last.fm</a>",3,3,[]
311,Jeet Gannguli," <a href=""https://www.last.fm/music/Jeet+Gannguli"">Read more on Last.fm</a>",44970,590176,"['Pritam', 'Sachin-Jigar', 'Amit Trivedi', 'Palak Muchhal', 'Ayushmann Khurrana']"
312,Sailabhama Mohapatra," <a href=""https://www.last.fm/music/Sailabhama+Mohapatra"">Read more on Last.fm</a>",13,96,[]
313,Ankush Raja," <a href=""https://www.last.fm/music/Ankush+Raja"">Read more on Last.fm</a>",703,3655,"['Samar Singh', 'Rakesh Mishra', 'Shilpi Raj', 'Khesari Lal Yadav', 'Neelkamal Singh']"
314,Rajashree Saikia," <a href=""https://www.last.fm/music/Rajashree+Saikia"">Read more on Last.fm</a>",28,103,"['Nilakshi Neog', 'Subasana Dutta', 'Saurav Hazarika', 'Niyor Bikash', 'Dikshu']"
315,Krishnamoni Chutia," <a href=""https://www.last.fm/music/Krishnamoni+Chutia"">Read more on Last.fm</a>",94,458,"['Neel Akash', 'Montu Moni Saikia', 'Priyanka Bharali', 'Dikshu', 'Achurjya Borpatra']"
316,Karan Murmu," <a href=""https://www.last.fm/music/KARAN+MURMU"">Read more on Last.fm</a>",1,2,[]
317,Padhan Music," <a href=""https://www.last.fm/music/Padhan+Music"">Read more on Last.fm</a>",54,284,"['Mantu Chhuria', 'Umakant Barik', 'Bijay Anand Sahu', 'Humane Sagar', 'Archana Padhi']"
318,Jigar Thakor," <a href=""https://www.last.fm/music/Jigar+Thakor"">Read more on Last.fm</a>",72,348,"['Santvani Trivedi', 'Aditya Gadhvi', 'Rajesh Ahir', 'Umesh Barot', 'FOLK BOX']"
319,Jignesh Barot," <a href=""https://www.last.fm/music/Jignesh+Barot"">Read more on Last.fm</a>",746,3726,"['Jignesh Kaviraj', 'Kirtidan Ghadhavi', 'Rajesh Ahir', 'Umesh Barot', 'Kirtidan Gadhvi']"
320,Rpa Ralte," <a href=""https://www.last.fm/music/Rpa+Ralte"">Read more on Last.fm</a>",505,10321,"['Rebecca Lallawmsangi', 'SaiWanah', 'Lalrindiki Khiangte Daduhi', 'Sangtei Khuptong', 'Jaui']"
321,BECHARJI THAKOR," <a href=""https://www.last.fm/music/BECHARJI+THAKOR"">Read more on Last.fm</a>",13,22,[]
322,Indrajit Kumar Sagar," <a href=""https://www.last.fm/music/INDRAJIT+KUMAR+SAGAR"">Read more on Last.fm</a>",2,2,[]
323,VISH MUZIK," <a href=""https://www.last.fm/music/VISH+MUZIK"">Read more on Last.fm</a>",3,3,[]
324,Jt. Production," <a href=""https://www.last.fm/music/Jt.+Production"">Read more on Last.fm</a>",188,3170,"['Siampuii Ralte', 'Rpa Ralte', 'Rebecca Lallawmsangi', 'Sangtei Khuptong', 'C Sanga']"
325,Sourin Bhatt," <a href=""https://www.last.fm/music/Sourin+Bhatt"">Read more on Last.fm</a>",34,102,"['Babushan', 'Swayam Padhi', 'Kumar Bapi', 'Babushaan Mohanty', 'Kuldeep Pattnaik']"
326,AnRoys," <a href=""https://www.last.fm/music/Anroys"">Read more on Last.fm</a>",92,407,"['Alkawi', 'RENIMA', 'Julia Anugerah Putri', 'Syifa Maulina', 'Yelse']"
327,Boi Bumbá Garantido,"Associação Folclórica Boi-Bumbá Garantido, conhecida como Boi Garantido, é um dos dois bois folclóricos que competem anualmente no Festival Folclórico de Parintins, no Amazonas. O Garantido é tido como o boi das massas populares e, principalmente, por ser o maior campeão do Festival.

Suas canções são mais tradicionais, ou seja, ainda usando os elementos rítmicos de músicas tradicionais do Norte do Brasil. É reconhecido pelo seu coração vermelho na testa e pelas cores alvirrubras. <a href=""https://www.last.fm/music/+noredirect/Boi+Bumb%C3%A1+Garantido"">Read more on Last.fm</a>",12607,1479069,"['Boi Bumbá Caprichoso', 'Garantido', 'Arlindo Junior', 'Boi Bumbá Garantido, Sebastião Junior', 'Boi Bumbá Garantido, David Assayag']"
328,Diwan Siwan," <a href=""https://www.last.fm/music/Diwan+Siwan"">Read more on Last.fm</a>",30,154,"['K L Singta', 'Ajay Chauhan', 'Keval Ram Basta', 'CHIRAAG JYOTI MAJTA', 'Arun Justa']"
329,Masoom Sharma," <a href=""https://www.last.fm/music/Masoom+Sharma"">Read more on Last.fm</a>",5960,173771,"['Kabiria', 'Sumit Goswami', 'Devender Ahlawat', 'addy nagar', 'Gulzaar Chhaniwala']"
330,Sunil Rana Hiyunri," <a href=""https://www.last.fm/music/Sunil+Rana+Hiyunri"">Read more on Last.fm</a>",67,600,"['Ishant Bhardwaj', 'Karnail Rana', 'Ik Baaz', 'abhishek soni', 'Nati King Kuldeep Sharma']"
331,Roman Eskow," <a href=""https://www.last.fm/music/Roman+Eskow"">Read more on Last.fm</a>",144,1364,"['DJ Mimi', 'Guimzy', 'Liljooe', 'Barth', 'T-Matt']"
332,Gs Music,"GS Music is a portfolio of different artist and genre's of which have recorded with a local studio in Eastern Pennsylvania by BNProduction, recently starting as a non-profit recording studio for local bands of the area that want a solid sound for an album.  
Listed so far on this portfolio  are artists:

This Eneme - Rock, alt.Metal
Black Plague - Black death Metal

Future recordings are to come within the end of the year which seizes soon stay posted.



This Eneme-
Guitar/drums/Vocals-Gio
Bass/vocals-Shaggy
 <a href=""https://www.last.fm/music/GS+Music"">Read more on Last.fm</a>",45,140,[]
333,Ik Baaz," <a href=""https://www.last.fm/music/Ik+Baaz"">Read more on Last.fm</a>",126,1780,"['SIRAZEE', 'Xtan Nick', 'Karnail Rana', 'Sunil Rana Hiyunri', 'Vivek Singhania']"
334,Samuel ApaZozo," <a href=""https://www.last.fm/music/Samuel+ApaZozo"">Read more on Last.fm</a>",1481,9283,"['Dingtea Guite', 'Shai Hills', 'Fenga', 'Jenny and the Cinematics', 'Lalrindiki Khiangte Daduhi']"
335,Rohit Sonar," <a href=""https://www.last.fm/music/Rohit+Sonar"">Read more on Last.fm</a>",19,43,"['Subasana Dutta', 'Neel Akash', 'Achurjya Borpatra', 'Shallum Lama']"
336,GEMS CHONGTHAM," <a href=""https://www.last.fm/music/GEMS+CHONGTHAM"">Read more on Last.fm</a>",70,514,[]
337,Syifa Maulina," <a href=""https://www.last.fm/music/Syifa+Maulina"">Read more on Last.fm</a>",58,132,"['RENIMA', 'Anroys', 'Roza Silvia', 'Ria Amelia', 'Alkawi']"
338,凤凰传奇,"Phoenix Legend (simplified Chinese: 凤凰传奇; pinyin: Fenghuang Chuanqi) is a Chinese popular music duo, consisting of female vocalist Ling Hua (玲花), who is from Inner Mongolia and sings in both Mandarin Chinese and Mongolian, and male rapper Zeng Yi (曾毅), who is from Hunan. They released their first album in 2005.

Their song ""On the Moon"" (月亮之上; Yueliang Zhi Shang) brought them national attention after they performed it on the television show Star Boulevard. <a href=""https://www.last.fm/music/%E5%87%A4%E5%87%B0%E4%BC%A0%E5%A5%87"">Read more on Last.fm</a>",11500,203411,"['程响', '劉德華', '張韶涵', '周華健', '汪苏泷']"
339,plastiq," <a href=""https://www.last.fm/music/Plastiq"">Read more on Last.fm</a>",370,2225,"['Halloween Kills', 'VISTAPRINT', 'Conestoga College', 'Chegg', 'AT&T']"
340,Salim Sekhawas," <a href=""https://www.last.fm/music/Salim+Sekhawas"">Read more on Last.fm</a>",54,113,"['Ramdhan Gurjar', 'Vandana Bhardwaj', 'Zehr Vibe', 'G.D. Kaur', 'Jassie Gill']"
341,Imants Kalniņš,"Imants Kalniņš (born May 26, 1941 in Riga, Latvia) is one of the most important composers in the history of Latvian music. Having studied classical, as well as choral music, he has written six symphonies, several operas (including the first rock opera in the USSR - Ei, jūs tur!/ ""Hey, you there!""), oratorios, cantatas, choir songs, a lot of movie and theater music. However, he is generally best known for his rock songs and is to be considered the first composer of intellectual rock music. <a href=""https://www.last.fm/music/+noredirect/Imants+Kalni%C5%86%C5%A1"">Read more on Last.fm</a>",6668,250068,"['Menuets', 'Jauns Mēness', 'Pērkons', 'Nora Bumbiere', 'Raimonds Pauls']"
342,Samar Singh," <a href=""https://www.last.fm/music/Samar+Singh"">Read more on Last.fm</a>",996,5211,"['Shilpi Raj', 'Neelkamal Singh', 'Ankush Raja', 'Khesari Lal Yadav', 'Rakesh Mishra']"
343,Neelu Rangili," <a href=""https://www.last.fm/music/Neelu+Rangili"">Read more on Last.fm</a>",19,57,[]
344,Maya Upadhyay," <a href=""https://www.last.fm/music/Maya+Upadhyay"">Read more on Last.fm</a>",28,71,"['Jitendra Tomkyal', 'Inder Arya', 'Priyanka Meher', 'Sahab Singh Ramola', 'Pappu Karki']"
345,Sunil Yadav," <a href=""https://www.last.fm/music/Sunil+Yadav"">Read more on Last.fm</a>",22,111,"['Suresh Bhawani', 'Arseed Sayar', 'Tanu Bihari', 'Star Niraj Singh', 'Yogendra Yara']"
346,Kailash Kumar," <a href=""https://www.last.fm/music/Kailash+Kumar"">Read more on Last.fm</a>",10,143,['Kishan Mahipal']
347,Geetaram Kanswal," <a href=""https://www.last.fm/music/Geetaram+Kanswal"">Read more on Last.fm</a>",41,212,"['Arvind Aryan', 'Mukesh Bhai Lidiya', 'Kanaram Depan', 'Ramjatan Mukhiya', 'Memraj Lawa Thadiya']"
348,Sushmita Mangsatabam," <a href=""https://www.last.fm/music/Sushmita+Mangsatabam"">Read more on Last.fm</a>",2,8,[]
349,Shuri," <a href=""https://www.last.fm/music/Shuri"">Read more on Last.fm</a>",510,5591,"['あたらよ', 'Manami Konishi', 'ヨルシカ', 'ゆいにしお', 'Mr.Forte']"
350,Joban Sandhu," <a href=""https://www.last.fm/music/Joban+Sandhu"">Read more on Last.fm</a>",247,1010,"['Kulbir Jhinjer', 'Sajjan Adeeb', 'Gurnam Bhullar', 'Jass Bajwa', 'Himmat Sandhu']"
351,Shilpi Raj," <a href=""https://www.last.fm/music/Shilpi+Raj"">Read more on Last.fm</a>",1450,13421,"['Neelkamal Singh', 'Samar Singh', 'Khesari Lal Yadav', 'Ankush Raja', 'Pramod Premi Yadav']"
352,Little Tony,"A Sammarinese singer and actor (born Antonio Ciacci) in Tivoli (09.02.1941). Little Tony was very succesful in the 1960's.
his homepage:
http://www.littletony.it/home_page.html <a href=""https://www.last.fm/music/Little+Tony"">Read more on Last.fm</a>",38442,189570,"['Edoardo Vianello', 'Gianni Morandi', 'Pooh', 'Caterina Caselli', 'Tony Renis']"
353,Piru Bhai Solanki," <a href=""https://www.last.fm/music/Piru+Bhai+Solanki"">Read more on Last.fm</a>",10,40,"['A. Clement', 'Dj Somesh Sripuram', 'P.N. Lingaraju', 'Boddu Dileep', 'Eshwar']"
354,Kaushik Bharwad," <a href=""https://www.last.fm/music/Kaushik+Bharwad"">Read more on Last.fm</a>",159,724,"['Jignesh Barot', 'Rajesh Ahir', 'Kirtidan Gadhvi', 'Umesh Barot', 'Jignesh Kaviraj']"
355,José Ricardo Williams," <a href=""https://www.last.fm/music/Jos%C3%A9+Ricardo+Williams"">Read more on Last.fm</a>",82,1831,"['Ricardo Williams', 'Mashmak, Subliminal Ds', 'Soudak', 'Anita María López', 'Contraseña']"
356,Prabhu Mandariya," <a href=""https://www.last.fm/music/Prabhu+Mandariya"">Read more on Last.fm</a>",10,14,[]
357,Davolee," <a href=""https://www.last.fm/music/Davolee"">Read more on Last.fm</a>",806,8351,"['Rybeena', 'Balloranking', 'Tml Vibez', 'otega', 'BhadBoi OML']"
358,Yossi NS," <a href=""https://www.last.fm/music/Yossi+NS"">Read more on Last.fm</a>",1,1,[]
359,Stanisława Celińska," <a href=""https://www.last.fm/music/+noredirect/Stanis%C5%82awa+Celi%C5%84ska"">Read more on Last.fm</a>",6480,111590,"['Magda Umer', 'Ewa Błaszczyk', 'Andrzej Poniedzielski', 'Sława Przybylska', 'Piotr Machalica']"
360,The voice of Holland," <a href=""https://www.last.fm/music/The+Voice+Of+Holland"">Read more on Last.fm</a>",11813,148040,"['Jim van der Zee', 'Sigourney K', 'Glennis Grace', 'Roxeanne Hazes', 'Tim Akkerman']"
361,Dueto Nocturnal," <a href=""https://www.last.fm/music/Dueto+Nocturnal"">Read more on Last.fm</a>",326,1542,"['Los Fulanos', 'La Populär', 'Tribus Futuras', 'Viva Quetzal', 'Punto Nazca']"
362,Covers Culture," <a href=""https://www.last.fm/music/Covers+Culture"">Read more on Last.fm</a>",6733,90462,"['Filip Nordin', 'Son&Dad', 'Normandy', 'vendee', 'Caj Morgan']"
363,Biplob," <a href=""https://www.last.fm/music/Biplob"">Read more on Last.fm</a>",150,754,"['AYUB BACHCHU', 'Stoic Bliss', 'Tahsan', 'Aurthohin', 'Fuad']"
364,Ody Malik," <a href=""https://www.last.fm/music/Ody+Malik"">Read more on Last.fm</a>",64,1042,"['Alkawi', 'Zalmon', 'Boy Shandy', 'RENIMA', 'Febian']"
365,Base Jam,"Base Jam adalah grup band anak muda yang terbentuk pada 15 Januari 1994 di Bandung, Indonesia. Formasi Personel mereka semula terdiri atas Bambang Sutanto (BS, Drum), Adon Saptowo (Adon, Vokal), Sigit Wardana (Sigit, Vokal), Adnil Farsal (Adnil, Gitar), Ardi Isnandar (Aris - Gitar) dan dua personel wanita, Intan Putri Werdiniadi (Anya, Keyboard) dan Ardhini Citrasari (Sita, Bas).

Berawal dari kumpul-kumpul dan nge-jam, kemudian membentuk grup band ini, sekaligus membuat nama Base Jam. <a href=""https://www.last.fm/music/Base+Jam"">Read more on Last.fm</a>",9725,115580,"['Java Jive', 'TIC Band', 'Wayang', 'KLa Project', 'Iwa K']"
366,Prashant Desale," <a href=""https://www.last.fm/music/Prashant+Desale"">Read more on Last.fm</a>",16,27,"['Vinod Kumavat', 'Bhaiya More', 'Jagdish Sandhanshiv', 'Megha Musale', 'Ramakant Kapadnis']"
367,Thaeme & Thiago," <a href=""https://www.last.fm/music/Thaeme+"">Read more on Last.fm</a>",0,0,[]
368,Zubeen Garg,"Zubeen Garg (born Zubeen Borthakur; 18 November 1972) is an Indian singer, music director, composer, lyricist, music producer, actor, film director, film producer, script writer and philanthropist. He primarily works for and sings in the Assamese, Bengali and Hindi-language film and music industries, but has sung in many other languages and dialects, including Bishnupriya Manipuri, Boro, English, Goalpariya, Kannada, Karbi, Khasi, Malayalam, Marathi, Mising, Nepali, Odia, Sanskrit, Sindhi, Tamil, Telugu, Tiwa. <a href=""https://www.last.fm/music/Zubeen+Garg"">Read more on Last.fm</a>",14114,175360,"['Sonu Nigam', 'Himesh Reshammiya', 'Arijit Singh', 'Mohammed Rafi', 'Anand Raj Anand']"
369,Raj Tiger," <a href=""https://www.last.fm/music/Raj+Tiger"">Read more on Last.fm</a>",29,59,"['Manglesh Dangwal', 'Narendra Singh Negi', 'Darshan Farswan', 'Pandavaas', 'Saurav Maithani']"
370,KURO!,"In a funny way, they accidentally create the meaning of KURO!, and that is Kumpulan Remaja Otodidak! which in English means... A bunch of teens who play music in autodidact way...

They played Punkrock music influenced by Strung Out, Skin of Tears, Sick of Change...

Around the mid year of 1999 KURO! Was performed as the opening act band for SKIN OF TEARS, a German band which is also one of the bands that influenced the way of KURO! hit some music. <a href=""https://www.last.fm/music/Kuro%21"">Read more on Last.fm</a>",2351,24757,"['Konflik', 'Sendal Jepit', 'Failing Forward', 'Nudist Island', 'The Marmars']"
371,Endah N Rhesa,"Endah N Rhesa is a musical project comprising acoustic guitar, bass and vocal. The musical nuance that Endah N Rhesa tries to bring out is folk, jazz, blues, rock and roll, and ballads. Endah Widiastuti (vocal, guitar) and Rhesa Aditya (bass) met each other in a rock band in early 2003. Shortly after the two left the band in 2004, Endah went solo, just like the way it used to be before joining the rock band.

Endah recorded numerous songs of hers in an album entitled ”The New Beginning” <a href=""https://www.last.fm/music/Endah+N+Rhesa"">Read more on Last.fm</a>",30540,751382,"['The Trees & The Wild', 'Frau', 'Abdul & The Coffee Theory', 'Dialog Dini Hari', 'Ten 2 Five']"
372,SHARE LOCK HOMES," <a href=""https://www.last.fm/music/SHARE+LOCK+HOMES"">Read more on Last.fm</a>",755,4031,"['Seraphilight', '峯田茉優', 'ねんね', 'ノラ', '由崎司(CV:鬼頭明里)']"
373,Edson & Hudson," <a href=""https://www.last.fm/music/Edson+"">Read more on Last.fm</a>",0,0,[]
374,Shyam Marandi," <a href=""https://www.last.fm/music/Shyam+Marandi"">Read more on Last.fm</a>",10,66,['SONAMANI PRODUCTION']
375,Cileno," <a href=""https://www.last.fm/music/Cileno"">Read more on Last.fm</a>",216,1494,"['Alaídenegão', 'Raízes Caboclas', 'Eliana Printes', 'Cabocrioulo', 'Johnny Jack Mesclado']"
376,Suryapal Shriwan," <a href=""https://www.last.fm/music/Suryapal+Shriwan"">Read more on Last.fm</a>",43,301,"['Deewan Singh Panwar', 'Kishan Mahipal', 'Gajendra Rana', 'Inder Arya', 'Sanjay Bhandari']"
377,Sakal Balamua," <a href=""https://www.last.fm/music/Sakal+Balamua"">Read more on Last.fm</a>",193,568,"['Arvind Akela Kallu Ji', 'Ritesh Pandey', 'Khesari Lal Yadav', 'Neelkamal Singh', 'Shivani Singh']"
378,Tulchharam Bhangawa," <a href=""https://www.last.fm/music/Tulchharam+Bhangawa"">Read more on Last.fm</a>",32,60,"['Balli Mohanwadi', 'Raju Rawal', 'Chotu Singh Rawna', 'Kapil Jangir', 'Sugna Bai']"
379,Maulik Mehta," <a href=""https://www.last.fm/music/Maulik+Mehta"">Read more on Last.fm</a>",3,6,[]
380,Renan Cavolik," <a href=""https://www.last.fm/music/Renan+Cavolik"">Read more on Last.fm</a>",5259,66746,"['Escarião', 'Davi Bandeira', 'Leandro Buenno', 'Davi Cíntori', 'Renan Pitanga']"
381,Reginaldo Rossi,"Reginaldo Rodrigues dos Santos, mais conhecido como Reginaldo Rossi (Recife, 14 de fevereiro de 1943 — Recife, 20 de dezembro de 2013), foi um cantor e compositor brasileiro, conhecido como o ""Rei do Brega"".

Biografia
Reginaldo nasceu no Recife, capital de Pernambuco, em 14 de fevereiro de 1943. Foi estudante de graduação em engenharia civil por quatro anos e ensinava física e matemática. Com influência de Elvis Presley e dos Beatles, começou a carreira artística cantando rock e foi crooner em boates. <a href=""https://www.last.fm/music/Reginaldo+Rossi"">Read more on Last.fm</a>",120868,1581490,"['Fernando Mendes', 'Bartô Galeno', 'Paulo Sérgio', 'José Ribeiro', 'Wanderley Andrade']"
382,RIO Fernandes," <a href=""https://www.last.fm/music/RIO+Fernandes"">Read more on Last.fm</a>",10,17,"['wilfy rebimbus', 'Brosinthemix', 'Gonzaga Coutinho', 'Piyush Soni', 'Alfred Rose']"
383,穆哲熙," <a href=""https://www.last.fm/music/%E7%A9%86%E5%93%B2%E7%86%99"">Read more on Last.fm</a>",965,6802,"['秦海清', 'In k', '程jiajia', '深海鱼子酱', '林寶馨']"
384,Nazia Iqbal," <a href=""https://www.last.fm/music/Nazia+Iqbal"">Read more on Last.fm</a>",597,4473,"['Gul Panra', 'Ghezaal Enayat', 'Naghma', 'Shah Farooq', 'Khalid Malik']"
385,Yuvraj Mewadi," <a href=""https://www.last.fm/music/Yuvraj+Mewadi"">Read more on Last.fm</a>",69,189,"['Rani Rangili - Rekha Rangili', 'Anil Sen', 'Yash Rathor', 'Kapil Jangir', 'Seema Mishra']"
386,Shah Farooq," <a href=""https://www.last.fm/music/Shah+Farooq"">Read more on Last.fm</a>",183,1364,"['Nazia Iqbal', 'Sardar Ali Takkar', 'Karan Khan', 'Khalid Malik', 'Gul Panra']"
387,Pankaj Mistry," <a href=""https://www.last.fm/music/Pankaj+Mistry"">Read more on Last.fm</a>",59,145,"['Rinku Bharwad', 'Gopal Bharwad', 'Vishal Hapor', 'Gaman Santhal', 'Umesh Barot']"
388,daisansei," <a href=""https://www.last.fm/music/daisansei"">Read more on Last.fm</a>",2269,8276,"['UEBO', 'E.scene', 'えんぷてい', '象眠舎', 'Stereogirl']"
389,Ayesa," <a href=""https://www.last.fm/music/Ayesa"">Read more on Last.fm</a>",5,10,[]
390,Shem Daimai," <a href=""https://www.last.fm/music/Shem+Daimai"">Read more on Last.fm</a>",1,2,[]
391,Reggio,"Reggio, real name Federico Ferrand, is a Uruguayan electronic music producer. <a href=""https://www.last.fm/music/reggio"">Read more on Last.fm</a>",16775,81807,"['Holly James', 'JNXD', 'Silque', 'Avancada', 'Kit Hype']"
392,Keshab Dey," <a href=""https://www.last.fm/music/Keshab+Dey"">Read more on Last.fm</a>",299,1274,"['Jisan Khan Shuvo', 'Anirban Sur', 'Rishi Panda', 'Arindom', 'Mahtim Shakib']"
393,Damu,"Another entry in the long line of British youngsters who have been producing since their teenage years, Damu is a producer and DJ based in Manchester, England. His sound is part of the post-dubstep movement and fuses elements of grime, house, garage and juke with his characteristic technicolour synths. His songs frequently incorporate and have an emphasis on a RnB vocals and upbeat chord progressions, which give his music a particularly melodic quality. <a href=""https://www.last.fm/music/Damu"">Read more on Last.fm</a>",12119,97960,"['Jamie Grind', 'xxxy', 'Jack Dixon', 'Lando Kal', 'Presk']"
394,Марта Кот," <a href=""https://www.last.fm/music/%D0%9C%D0%B0%D1%80%D1%82%D0%B0+%D0%9A%D0%BE%D1%82"">Read more on Last.fm</a>",387,3075,"['Анна Шульгина', 'Юлия Волкова', 'Анастасия Карпова', 'Лера Туманова', 'Юлия Ковальчук']"
395,Dhananjay Dhadkan," <a href=""https://www.last.fm/music/Dhananjay+Dhadkan"">Read more on Last.fm</a>",127,319,"['Awadhesh Premi Yadav', 'Golu Gold', 'Pramod Premi Yadav', 'Khesari Lal Yadav', 'Khushi Kakkar']"
396,Puratana," <a href=""https://www.last.fm/music/Puratana"">Read more on Last.fm</a>",1,2,[]
397,Birbal Musafir," <a href=""https://www.last.fm/music/Birbal+Musafir"">Read more on Last.fm</a>",10,41,"['Suresh Sharma', 'Nati King Kuldeep Sharma', 'Arun Justa', 'Sunil Mastie', 'vicky chauhan']"
398,Stonewall Jackson,"Stonewall Jackson (November 6, 1932 - December 4, 2021)  was an American country singer and musician who achieved his greatest fame during country's golden honky tonk era in the late 1950s and early 1960s. He was named after the famous general, Thomas ""Stonewall"" Jackson, who was an ancestor.His most popular song was ""Waterloo"" in 1959. The song is a haunting and catchy tune that states that ""Everybody has to meet his Waterloo,"" meaning their fate or comeuppance. The song cites Adam, Napoleon and Tom Dooley as examples. <a href=""https://www.last.fm/music/Stonewall+Jackson"">Read more on Last.fm</a>",72512,436729,"['Faron Young', 'Hank Locklin', 'Claude King', 'Carl Smith', 'Ferlin Husky']"
399,Khushbu Tiwari KT," <a href=""https://www.last.fm/music/Khushbu+Tiwari+Kt"">Read more on Last.fm</a>",103,368,[]
400,Jupiter Davibe," <a href=""https://www.last.fm/music/Jupiter+Davibe"">Read more on Last.fm</a>",294,735,"['Tiranké Sidimé', 'Nuno Abdul', 'Lycinaïs Jean', 'Jennifer Dias', 'dj chad']"
401,Desmond De Silva," <a href=""https://www.last.fm/music/Desmond+De+Silva"">Read more on Last.fm</a>",609,5125,"['Clarence Wijewardene', 'The Gypsies', 'Nihal Nelson', 'Sunil Perera', 'Annesley Malawana']"
402,Monu Albela," <a href=""https://www.last.fm/music/Monu+Albela"">Read more on Last.fm</a>",199,451,"['Shilpi Raj', 'Ritesh Pandey', 'Neelkamal Singh', 'Rakesh Mishra', 'Khesari Lal Yadav']"
403,Rabbit,"There are at least five artists by this name.

1.  Imaginative, original and thought provoking, solo Electronica artist Rabbit (aka Ivan Chan) burst to prominence by winning entire English category of Best New English Artist and Best English Album awards at the prestigious AIM 2001Malaysian music awards. It was an unprecedented effort by any artist in Malaysia.

All this is the result of his first album, Tales Of The Nocturnal Man. Critics, fellow <a href=""https://www.last.fm/music/Rabbit"">Read more on Last.fm</a>",17936,161505,"['Fentanyl', 'Eyes', 'Big Laugh', 'Buggin', 'Jivebomb']"
404,Naghma," <a href=""https://www.last.fm/music/Naghma"">Read more on Last.fm</a>",1243,5238,"['Nazia Iqbal', 'Tahir Shabab', 'Sadiq Shabab', 'Ahmad Zahir', 'Aziz Herawi']"
405,Sheryl Crow,"Sheryl Suzanne Crow (born February 11, 1962) is an American blues rock singer, guitarist, bassist, pianist and songwriter. Her music blends country, pop, folk, and blues rock into one mainstream sound, and she has won nine Grammy Awards. Crow is also a noted political activist.

Crow was born in Kennett, Missouri. Her parents were members of a local big band in which her father, an attorney, played trumpet. The family was very musical and owned three pianos. <a href=""https://www.last.fm/music/Sheryl+Crow"">Read more on Last.fm</a>",1755756,22710810,"['Alanis Morissette', 'Jewel', 'Sarah McLachlan', 'Shawn Colvin', 'Natalie Imbruglia']"
406,Ainars Bumbieris," <a href=""https://www.last.fm/music/Ainars+Bumbieris"">Read more on Last.fm</a>",182,1254,"['Saldās sejas', 'Harijs Spanovskis', 'Žoržs Siksna', 'Bermudu Divstūris', 'Aija Andrejeva']"
407,Odilbek Abdullayev," <a href=""https://www.last.fm/music/Odilbek+Abdullayev"">Read more on Last.fm</a>",305,2618,"['Karen Boksian', 'Arsen Petrosov', 'elbrus djanmirzoev', 'Arkadi Dumikyan', 'Aidamir Mugu']"
408,Li Yugang,"Li Yugang (Chinese: 李玉刚;; pinyin: Lǐ Yùgāng) is a singer and a performer in the China National Opera & Dance Drama Theater; a member of the National Youth Federation. He specialises in ""nan dan"" role, which is male who plays female role in Peking opera. Li Yugang has released a number of CDs.

Li Yugang directed and starred in his own stage production ""Lady Zhaojun"" 《昭君出塞》, a grand Oriental Poetic Stage production which took him more than three years in preparation. <a href=""https://www.last.fm/music/Li+yugang"">Read more on Last.fm</a>",8517,100151,"['棉子', '大泫', '六哲', '秦海清', '叶里']"
409,Les Tit' Nassels," <a href=""https://www.last.fm/music/Les+Tit%27+Nassels"">Read more on Last.fm</a>",11200,181352,"['Les Blaireaux', 'Les Blérots de R.A.V.E.L', 'Mon côté punk', 'Karpatt', 'Weepers Circus']"
410,Rajiv Sebastian," <a href=""https://www.last.fm/music/Rajiv+Sebastian"">Read more on Last.fm</a>",202,2788,"['Annesley Malawana', 'Clarance Wijewardana', 'Clarence Wijewardene', 'Desmond De Silva', 'The Gypsies']"
411,Madan Gurjar," <a href=""https://www.last.fm/music/Madan+Gurjar"">Read more on Last.fm</a>",5,5,[]
412,Kumar Pritam," <a href=""https://www.last.fm/music/Kumar+Pritam"">Read more on Last.fm</a>",134,353,[]
413,Карина Абдуллина," <a href=""https://www.last.fm/music/%D0%9A%D0%B0%D1%80%D0%B8%D0%BD%D0%B0+%D0%90%D0%B1%D0%B4%D1%83%D0%BB%D0%BB%D0%B8%D0%BD%D0%B0"">Read more on Last.fm</a>",115,576,"['Musicola', 'Mucicola', 'Madina Sadvakasova', 'Beibit Korgan', 'Нұрлан Өнербаев']"
414,Sandhya Sargam," <a href=""https://www.last.fm/music/Sandhya+Sargam"">Read more on Last.fm</a>",41,627,"['Sonu Sargam Yadav', 'Mohit Balamua', 'Chauhan Manish', 'Pankaj Puri', 'Shailesh Premi']"
415,Av Entertainment," <a href=""https://www.last.fm/music/AV+Entertainment"">Read more on Last.fm</a>",3,5,[]
